text,label_original,aspect,sarcasm
"Within the first 17 minutes of director Bradford May's ""Darkman III: Die Darkman Die"", we have already been subjected to a silly recap and accompanying voice-over on the first two films, hilarious over-acting, about three minutes of footage simply ripped from the second film and re-edited slightly to seem like new footage, and a lengthy advertisement the scarred and tormented title character watches about Universal Theme Parks- Universal being the company that distributed this film. Yes, ""Darkman III: Die Darkman Die"" is quite the handful when it comes to cheap cash-ins on the success of a previous film.<br /><br />This time around, the disfigured anti-hero Peyton Westlake (aka, ""Darkman""; portrayed by ""Mummy"" actor Arnold Vosloo) locks horns with evil crime-lord and lousy husband Peter Rooker (played in a brilliantly over-the-top performance by Jeff Fahey), and over the course of the 87 minute film grows to develop an affection for Rooker's wife and daughter, once again learning to care for another person.<br /><br />Blah. Blah. Blah.<br /><br />This film is basically just a silly way for the studio to make some more money off of Sam Raimi's original film, which I consider to be a great action-suspense film.<br /><br />Oh yeah, and there are also a number of silly sub-plots, including a villainess who supposedly was one of the original doctors to save Darkman following his scarring, and her seducing our hero into thinking she is an ally before revealing her nefarious plot to help Rooker create more super-human powered thugs like Darkman. Apparently, she can't just do the same procedure on the thugs that she performed on Darkman. Why? I can't really explain it, because the movie certainly doesn't.<br /><br />There's also an assassination sub-plot involving a District Attourney who is threatening to bring down Rooker's organization, and some other very silly things going on.<br /><br />But it doesn't really add up. This film feels like two or three episodes of a television show edited together more than an actual film. The direction alternates between pretty good and downright sloppy (a scene where Darkman rides his train-like vehicle and dodges a rocket-launcher is just plain silly), and the editing is a mixed-bag. The film just moves too quickly for anyone to really care what's going on. And without spoiling it, the final 15 minutes of this movie, and indeed, the entire series is just kinda... I dunno... Another 15 minutes of mixed-bag footage.<br /><br />In fact, commenting on the editing, one of my favorite things in this film is watching for footage re-used from the previous films, and then looking for footage within this film that is repeated multiple times. Yes, it's that cheap. It's one thing to do a re-cap at the beginning of the film, and maybe repeat a shot or two, but in the sheer volume they do it (minutes of footage repeated from previous films), it's just sloppy and amateurish.<br /><br />Also, I have to say that Darkman's psychedelic montage freak-outs are a bit overdone in this film. They are so stylized and overdone that they do work, but only in light doses and in proper context, as Raimi did in the original film. Here, there are at least four or five, and they feel very abrupt and out-of-place.<br /><br />That being said, the film is not without some good points. A few action scenes are well-done. The cliché story of Darkman yearning for a real life works suitably for a direct-to-DVD feature. Some of the acting is nice, particularly from Rooker's wife, portrayed by the beautiful Roxann Dawson. Also, while no Danny Elfman, composer Randy Miller composes some nice music that builds off of Elfman's original themes.<br /><br />But overall, the film is too quick, cheap and silly to be taken seriously. Arnold Vosloo seems alternatively bored and exuberant from scene to scene, and Fahey, while a joy to watch as an over-the-top villain, just doesn't quite fit in with the series.<br /><br />Like ""Darkman II"", I would recommend this to fans of the original, who will surely get a laugh. Otherwise, you need not apply. A four out of ten.",0,Pacing,Yes
"A shift in outlook is neccesary to enjoy modern British films, one that somehow allows them to be seen in their own right and for their own qualities rather than by the criteria that American films are judged. Britfilm has to try hard to be gritty and finds it hard to make it, but at warmth British films can lord it over their otherwise overwhelming competitor.<br /><br />This film fails not in its content but only in attaching itself to the predeccesor, so allowing it to be all to easily seen as the work of star and director somewhere near the end of their tethers. It's a couple of decades later, Gregory teaching and this time with two girls on his mind. He teaches at his school railing against human rights abuses. When students he's fired up find abuses in their midst he must face whether he's just all talk.<br /><br />This is a subversive film in that there's not the usual worldly character of any American movie that you expect to do whatever he does, but a naive man boy who may still put everything on the line for principles. Maybe. It's certainly no protest-by-numbers though, being too warm. Where U.S. film may seem realistic because they're urban and gritty, this and other British films of recent years - those that don't try to match America for visceral thrills - are real because British humour reveals truths.",1,Plot/Story,No
"SPOILERS 9/11 is a very good and VERY realistic documentary about the attacks on the WTC.2 French film makers who are in New York to film the actions of a NYFD are being confronted with this event and make the most of it.Before 9/11 nothing much really happens which gives the movie an even more horror like scenario. On the day of the attacks it seems like just another dull day at work but this will soon change.As one the film makers goes on the road with the firemen he films the first crashing plane,this is the only footage of the first impact.He rides with the firemen to the WTC and goes inside the building.As the second plane crashes the people understand that this is not an accident.In the next period of time we see firemen making plans to save as many people as possible,in the meanwhile we hear banging sounds,these are the sounds of people who jumped down from the tower and falling on the ground,this is the most grueling moment in the documentary.Then the tower collapses and our French friend has to run for his life,you hear him breath like a madman while he runs out of the building.Then a huge sort of sandstorm blasts over him and the screen turns black,he was very lucky to survive and now he can film the empty streets of Downtown New York. Because this documentary has got so much historical footage and because the film was ment to be something totally different this documentary will probably stay in everybody's memory.I saw the attacks live at home because I had the afternoon of,so this makes it even more realistic to watch. 10/10",1,Visuals/Effects,No
"Don't you just hate it when you order steak but the restaurant gives you chicken?<br /><br />Such is how I felt watching this so-called ""Battlestar Galactica"". Arguments can be made over its quality but the fact remains, it's NOT what the fans ordered.<br /><br />Imagine if you were sitting down at that proverbial restaurant I mentioned. You have waited years for them to bring back their famous New York Strip steak which you loved. When your meal arrives, you find they've applied the name ""New York Strip"" to a chicken dish. You complain but the waiter merely states ""but ze cheeken, ees really GOOD zir""! Do you really care if the chicken is good? You wanted New York Strip - a STEAK! The waiter then explains, ""you zee zir, ze chef wanted to to do, as you zay, zomezing NEW. We felt ze cheeken would be more popular zo we gave it the name of our previous delicious deesh"". You ask if you will ever find the original New York Strip on the menu in the future but are informed that because the restaurant HAS a dish called ""New York Strip"" now on the menu, you'll never see the original New York Strip - ever again.<br /><br />Such is the case with creating something NEW and slapping the ""Battlestar Galactica"" namesake on it.<br /><br />* This mini series is an affront to all fans of the original show! *<br /><br />It's a shame the production team put in charge of this new version obviously held contempt for the original. The team put in charge of resurrecting BG should have LOVED the original series - seeking to improve what the fans loved, not try to shamelessly sell this new series by exploiting the Battlestar Galactica name.<br /><br />If SciFi Channel wanted to give us a NEW show, then DO so! Give it a new name! Don't use the name we fondly remember in an attempt to lure in viewers. That effectively robs us of the chance to see any semblance of the original in the future.<br /><br />We have been waiting for 25 years to see what we knew as BG because we LIKED something about the original! We didn't simply want the NAME and remnants of the basic concept. There are things we LOVED about the original series!<br /><br />Sadly, probably the BEST elements of the original were those which were omitted. Sure, the original BG was imperfect and could have used some updating. This mini series, however, was not an improvement in any regards but the special effects (which were good but not anything unusual by today's standards).<br /><br />Many viewers will debate back and forth about the quality of this NEW show but we will not forgive SciFi and Ron Moore for destroying our dream.<br /><br />That being said... I shall offer some comments about the merits of this new mini by itself (not in comparison to the original):<br /><br />The battle sequences were the best part. Effort was obviously put into making the effects more ""real"" in appearance and less ""wow - look at that effect"". I would not say these sequences were exceptional by today's standards yet they were in keeping with made-for-cable original movies. What was the deal with this ""pseudo-live-cam""? Some views tried to fake the effect of a ""real"" camera with lagging tracking and jerky zooms. However, it was over-used considering there was no apparent SOURCE of these cameras. The infinitely more intelligent series, Babylon 5, is the only instance I've seen such ""live cams"" used effectively, when we were supposedly witnessing action from Security Cams.<br /><br />The script, you ask? The script felt like it was written by a teenager, FOR other teenagers. The characters felt cardboard and stereotypical. Indeed, the whole story felt pieced together from other well-known stereotypes. The only good features of the entire story were those few elements which were preserved from the original series. It was obviously ""dumbed down"" for digestion of your average TV audience.<br /><br />The human interaction was pitiful. Rather than drama based on subtle looks, expressions and fine timing, every moment of human tension was exaggerated to the point of being so obvious they lost all ability to move any refined viewer. Such was obvious in any interaction between Adama and son. The director must have been trying to make sure the most dense and unfeeling viewer wouldn't miss it even if not paying attention. Sorry, but real humans don't behave like the continually.<br /><br />I wouldn't have considered this a BAD show had it stood on its own. Nothing great; it will never be revered by true SciFi fans or artisans, but it would be watchable by the masses. I personally could have lived without it, though. I only watched it to see how it really DID capture the spirit of the original. <br /><br />How this mini series will always be remembered is as a symbol of how quality in storytelling has been cast aside to appeal to greater numbers. How even SciFi Channel has ""dumbed down"" its productions to cater to the masses as opposed to its true niche market, the Science Fiction fans. It will be the time we asked for steak and they insisted on giving us chicken, despite our complaints.<br /><br />I leave you with only one thought - <br /><br />NO ""MOORE"".<br /><br />",0,Plot/Story,Yes
"I rented this for my son who is recently found interest in 9/11. He was a Kindergartener at the time and had no idea what was unfolding. I liked the way it was told as a ""documentary."" If there was one movie that I would recommend to see concerning 9/11, this would be THE one! Normally you see a movie it has actors that are well known. This movie had nobody known. Also, you see a movie concerning 9/11, you hear about a fire-fighter or two losing their lives saving people. I didn't feel this had any of that! I only rented this movie and would definitely consider adding it to my collection! Very well done indeed! My heart goes out to the survivors and families of victims of 9/11!",1,Plot/Story,No
"Way to go ace! You just made a chilling, grossly intriguing story of a necrophiliac cannibal into a soft, mellow, drama. Obviously a movie called Dahmer would be one of two kinds: Horror, or documentary right? This was neither. It wasn't close to any detailed facts, (in fact it barely had any substance at all) It wasn't really morbid or scary or didn't even try to be very disturbing.(as if you would've had to try!!) What the hell was this writer/director thinking?? Here's one of the most REAL examples of sick serial killers ever and we get badly shot, poorly acted gay bar roofie rapes and lengthy droning flashbacks to alone time in his old parent's house. I think Jacobson was actually trying to present (or invent) 'the soft side' of j.Dahmer.",0,Plot/Story,Yes
"Overall I was rather impressed with the pilot. The initial first fifteen minutes were worrying, as it did feel the creators were trying to create a science fiction version of The O.C but this fear is rectified when a terrorist incident occurs and from here the show steps into themes and situations that I very rarely see television tackle.<br /><br />BSG dealt with themes such as monotheism, existentialism, reality, death and terrorism but they were primarily subtext, there for the viewer to contemplate on or ignore if they so choose. Here on the other hand these subjects are the focus of the show and I personally found myself evoking such works as Ghost In The Shell and The Matrix as reference points while watching and being surprised by how well the themes were being discussed. I think if you are a fan of the two I just mentioned or other films/television shows, which deal with the subjects I referenced, I think you will find at least something here.<br /><br />In terms of a starting point to explain how the situation we know in BSG came about I believe they handled it in a very interesting way, I especially liked how they explained where the Cylon's belief in one God came from and the creation of Caprica had just enough advanced and contemporary technology thrown in to make it appear in the future but not completely alien to us as viewers.<br /><br />The only real weak points I noticed were the relationship between the Greystone parents and the actress who plays 'Lacy Rand'. While I like Eric Stoltz and Paula Malcomson individually, together their scenes seemed to lack chemistry, at this point it could simply be down to developing their characters, but this is something I think needs work. I also found Magda Apanowicz to be unconvincing in her role. This again could be down to experience and time needed to develop, but throughout the episode her acting appeared forced and not completely confident.<br /><br />Based on the pilot I greatly look forward to seeing where 'Caprica' goes in the future and hopefully it will touch the greatness that BSG once did.",1,Plot/Story,No
"Oh dear, oh dear...<br /><br />For JM fans, this was the nail in the coffin as far as her A-list Hollywood career was concerned. After solid turns in Girl Can't Help It, Wayward Bus, The Burglar and Rock Hunter it seemed Jayne was well on the way to becoming one of Tinsel Town's hottest stars. However, an obsession with racy publicity and an appearance in this clunker relegated Mansfield to the sidelines, namely cheap Euro loan-outs until Fox could drop her contract at the earliest opportunity.<br /><br />This movie really is a diabolical waste of everyone's time with the exception of Suzy Parker who is the only thing in this movie bad enough for the material. Many people blame poor Jayne and her grating performance for this film's poor returns at the box office and while she is a pain in this film, she can only do her best with the material. After all, Cary hardly sets the screen on fire does he? After a handful of very good dramatic and comedy turns Jayne takes 10 steps back in her pursuit as a serious actress by agreeing (simply for the sake of appearing with Grant) to portray this squealing, idiotic menace. Her character of Alice is a complete cartoon bimbo and although she looks good enough to eat in a boiler suit, her every appearance in the film jangles your nerves. We all know Jayne could do so much better than this dross and yet here she is parading around like a prize pudding. A real shame.<br /><br />Steer clear of this so-called comedy. It's more depressing than funny.",0,Plot/Story,Yes
"This might be unbelievable, but this movie has grossed $878,138 in Russia! It's shown in almost all cinema theaters and still running! Well, I have no idea why distributors put their eye on this particular uh ""movie"", which had almost no screening around the world. That's some kind of enigma! Haha! Maybe it was based on the fact that another movie, ""Pledge This"" with Paris Hilton, which was as well released only DVD almost everywhere, had major screenings in Russia and grossed more than 1mln$. Besides, both movies had a lot of promotion, like there were the banners all over the city, TV commercials and etc. Speaking about movie, I'd say it's dull and absolutely boring. It could be better, really. Even if it has Jessica Simpson.",0,Plot/Story,Yes
"Imagine that in adapting a James Bond novel into a movie, the filmmakers eliminated all the action and suspense in order to make it kid-friendly. Or if a television producer told Chris Rock he couldn't cuss so that his specials could be rated PG. In the same way, the director of the movie ""Something Wicked This Way Comes"" took out the excitement and gore in favor of melodrama for younger audiences. This created a monotonous plot without the complications of the book. In trying to make the story of ""Something Wicked This Way Comes"" easier for children to follow, the filmmakers eliminated the theme of good and evil both existing in everyone, and good always prevailing over evil. This is apparent in Will's character transformation, Charles Halloway's rescue of Jim, and the carnival's defeat.<br /><br />Will's transformation into a more adventurous boy has been muted in the movie. The scene in which the Dust Witch visits Will's house in a balloon has been cut from the film. Instead, a green mist follows Jim and Will home and gives them the same bad dream about the Witch and her spiders. The balloon attack shows us that Will has begun to conquer his fear of doing things on his own. He gets on top of a neighbor's roof and tears the balloon with a bow, defeating the Witch. ""Sorry, Dad, he thought, and sat up, smiling. This time it's me out, alone,"" Will decides as he prepares to face her (147.) Removing this scene from the movie prevents us from understanding that Will is becoming more adventuresome. The film shows us many examples of Will being afraid to follow Jim, but never growing curious like his friend. In the book, Will has both a good, quiet side and an ""evil,"" daring side like his Jim. In the movie, each boy only has one mode of thought, which destroys Bradbury's theme of both good and evil being present in each person.<br /><br />In the book, Will saves Jim because of their friendship, but, in the movie, Charles Halloway saves Jim to repay Jim's father. Will pulls Jim off the carousel in Bradbury's novel because he doesn't want his best friend to grow up without him. It is the good in Will, the fact that he cares about his friend, that saves Jim from the evil curse of the carnival. On the carousel, Jim ""gestured his other hand free to trail on the wind, the one part of him, the small, white, separate part that still remembered their friendship"" (269.) This shows that there was good left inside of Jim, which has the potential to still defeat evil. But when Charles Halloway saves Jim in the movie, he does it to repay the debt he owes Jim's father, who saved Will when he was a little boy. By changing the motivation for saving Jim, the filmmakers have ruined Bradbury's original idea that it takes good to win against evil.<br /><br />In the end of the movie, the carnival is defeated by a tornado and lightning instead of smiles and laughter. When the book ends, Mr. Dark turns himself into a little boy and Charles Halloway smiles and laughs at him so much that he can't stand it and evaporates. In Bradbury's world, evil people feed off fear and can only be defeated by happiness and love. His message is that good will always prevail over evil, but only if that goodness is expressed outwardly. ""Good to evil seems evil,"" says Charles Halloway as he holds the dying Mr. Dark. ""So I will do only good to you, Jed. I'll simply hold you and watch you poison yourself"" (275.) In the movie, Mr. Dark is the only one left on the carousel when lightning hits it, and he dies. By eliminating the weapon of laughter and smiles, the filmmakers imply that bad weather is the most effective way to defeat evil, as if lightning only strikes those who are bad. This takes away the major theme of Bradbury's book, which is that doing ""good"" toward others wards off evil.<br /><br />Good may always triumph over evil, but trying to make movies more kid-friendly will always force filmmakers to leave out some of the themes from the books they are based on. In the movie, ""Something Wicked This Way Comes,"" Will does not transform, Will's friendship does not save Jim, and smiles and laughter do not defeat the carnival. As a result, the filmmakers have left out too many of Bradbury's main points. The process of adapting a book to a movie too often ruins the world the author has established. In the case of this story, Bradbury's frightening world of opposing forces of good and evil has been reduced to a tamer, simpler version of itself.",0,Plot/Story,Yes
"Gundam Wing is a fun show. I appreciate it for getting me into Gundam and anime in general. However, after watching its predecessors, such as Mobile Suit Gundam, Zeta Gundam, and even G Gundam, I find Wing to be Gundam Lite.<br /><br />Characters: An aspect long held by Gundam is to have their characters thrust into difficulties and grow into maturity. This does not happen in Wing. Heero is top dog at the beginning, and he's top dog at the end. Personalities do not change, growth is never achieved. The best character is Zechs, who is for all intents and purposes a hero throughout most of the series. But suddenly the series betrays him and turns him into a villain for no apparent reason.<br /><br />Mecha: Wing has great suit designs. The Gundams are super cool, with the Epyon being my favorite. I even consider a few of the OZ suit designs to be on par with some of the classic Zeon suits. But sweet suit designs doesn't quite save the series from boring characters.<br /><br />Conclusion: In the end, Wing has cool fight scenes, though riddled with recycled animation, but shallow plot and character development. Enjoyable, but not moving like previous Gundam outings.",1,Plot/Story,Yes
"It was disgusting and painful. What a waste of a cast! I swear, the audience (1/2 full) laughed TWICE in 90 minutes. This is not a lie. Do not even rent it.<br /><br />Zeta Jones was just too mean to be believable.<br /><br />Cusack was OK. Just OK. I felt sorry for him (the actor) in case people remember this mess.<br /><br />Roberts was the same as she always is. Charming and sweet, but with no purpose. The ""romance"" with John was completely unbelievable.",0,Acting,Yes
"Greetings again from the darkness. What a relief ... a thriller that actually is thrilling! New ""IT"" girl Rachel McAdams (""Wedding Crashers"" and ""The Notebook"") dominates screen time in this nice little classic suspense thriller from famed horror film director Wes Craven (""Scream"" movies and ""A Nightmare on Elm Street""). Craven even has a cameo as one of the passengers on the plane.<br /><br />What makes this one work, is the realism of the first 15-20 minutes as we see McAdams interact with 4 or 5 people either in person or on the phone. She is a natural. When she meets Cillian Murphy (the Scarecrow in ""Batman Begins"") in what appears to be happenstance, the film really takes flight. Watching the two yuppie-types flirt while the audience knows something evil is brewing, is bewitching film-making! The plane boarding sequence is mesmerizing and the 30 plus minutes onboard is excruciatingly claustrophobic. Craven keeps us guessing as to the involvement of others and if anyone will come to her rescue.<br /><br />As with many thrillers, the only letdown occurs during the climax when the lamb turns into a superhero. An interesting plot device leads us to believe little Rachel has the necessary pent up frustration to see this through, but we can't help but cringe a bit. The most overdone scenes involve irate hotel guests, an annoying airline passenger, Cillian's injury and the FX at the hotel. The strength of the film is in the character development and psychological games between the leads. Sadly the fine screen veteran Brian Cox is under-utilized, but overall this is an above-average suspense thriller worth seeing for all but the finale.",1,Plot/Story,No
"""Pandemonium"" is a horror movie spoof that comes off more stupid than funny. Believe me when I tell you, I love comedies. Especially comedy spoofs. ""Airplane"", ""The Naked Gun"" trilogy, ""Blazing Saddles"", ""High Anxiety"", and ""Spaceballs"" are some of my favorite comedies that spoof a particular genre. ""Pandemonium"" is not up there with those films. Most of the scenes in this movie had me sitting there in stunned silence because the movie wasn't all that funny. There are a few laughs in the film, but when you watch a comedy, you expect to laugh a lot more than a few times and that's all this film has going for it. Geez, ""Scream"" had more laughs than this film and that was more of a horror film. How bizarre is that?<br /><br />*1/2 (out of four)",0,Plot/Story,Yes
"One of the more intelligent serial killer movies in recent history. ZODIAC KILLER offers an imaginative take on the background and history of one of the most notorious serial killers. The filmmakers create an unexpectedly good insight into the pathology of this mysterious killer, and anyone who remembers Zodiac will be intrigued. Others will want to discover more about this enigmatic criminal. Unlike many serial killers, Zodiac was not insane at all but very methodical and a self-promoter. The director here plays viewer expectations and pulls it off. The film is constructed as a murder mystery, or a ""cold case""-style thriller. It is an intelligent investigative/procedural-style horror film that will put-off gore-hounds in search of cheap thrills.<br /><br />Some people dislike any movie that is shot on video. This attitude is very old-style and provincial. It is an attitude and view of movies that puts technical issues above entertainment value or artistic value. These attitudes are on the way out. ZODIAC KILLER is a low-budget film, no doubt, but discerning viewers will look beyond that and find a carefully-crafted gem.",1,Plot/Story,No
"A complete waste of time<br /><br />Halla Bol is a complete waste of time. The script and dialogues are poorly written, the direction is lacklustre and the acting borders on hammy.This movie was clearly aiming for the Rang De Basanti crowd but it falls far short of the mark because it does not have even one of the elements that made RDB connect with its audience_great script, terrific acting, good direction and a powerful social message that was never preached but shown.<br /><br />Compared to that near-masterpiece, Halla Bol takes a step backwards by resorting to scenes such as the hero taking a leak on the villain's Persian rug and the hero's mentor staring down bullets in a truck no less! All of this might have been acceptable in the 80s when there was a downturn in movie quality and bad movies like DivyaShakti and Phool Aur Kaante became big hits, but movie-making has become_should have become_more subtle and thoughtful of late.<br /><br />Rajkumar Santoshi is a capable director and I appreciate that he wants to give a social message in every movie he makes but maybe he simply does not know how to do it! He resorts to sermonizing without a care as to the audience's intelligence in understanding what he is trying to say. Maybe he should just concentrate on entertainment and leave the social messages to the Rakeysh Mehras and Aamir Khans.<br /><br />Even if you don't agree with everything I say, you will agree that throughout the screening you will be thinking that Rang De Basanti was much much better and Mr.Santoshi should have left the industry-bashing to Om Shanti Om. Industry-bashing? That's right!!Santoshi has depicted the industry as a place of back-biting, bitching and the casting couch which the hero happily indulges in with a starlet curiously named Sania. There are some people who will think that these portions show the real face of the industry. Don't believe everything you see!<br /><br />All in all, raise your voice against movies like this and don't spend your hard-earned money on this bomb.<br /><br />* out of ****.",0,Plot/Story,Yes
"I am a MAJOR fan of the horror genre! I LOVE horror/slasher/gore flicks of all kinds. Some of my favorites are the really ""good"" bad horror flicks. But this movies has NOTHING to warrant it's viewing!! I'm not going to spend a lot of time talking about everything that's wrong with it.<br /><br />The script is horrid. The acting is horrid. The FX are not even worth discussing. The ""set"" is an absolute JOKE!! The sad thing is I think there MAY be some real potential in a couple of the actors, but this vehicle left them NOTHING to work with!!!<br /><br />Suffice it to say I saw it for ""free"" & feel I was robbed!! The time you'd WASTE watching this would be better spent flossing your cat.",0,Acting,Yes
"Dolph Lundgren is back! Detention marks Dolphs first film in nearly 2 years, and that is following the delayed Hidden Agenda. This film still marks an improvement for Dolph over his cheapie trilogy of Jill Rips, Agent Red and Stormcatcher. However this film is well below the standard of Hidden Agenda, which was better in almost every respect. What this film does have in it's favour from Dolph's previous outing, is a sense of cheesy fun. The film also has a rejuvenated Dolph back in a high action role, and it's good to see Dolph doing his own stunts again.<br /><br />The films story is ludicrous and prime B-movie material. An ex-military man is now a teacher and on his last day of teaching, whilst taking a Detention class, he runs into some Slovakian bad guys who have taken over the school to use as cover for a big drug deal. The film has no originality but in a movie of this type you need to have a sense of fun with all the cliches. If you take it too seriously the audience will find little to enjoy. Thankfully the filmmakers don't take matters too seriously and along with all the action cliches you can think of and the predictability, this film has a so bad it's enjoyable kind of vibe.<br /><br />Where the film is let down is miss-using a fairly decent budget. The budget of around 10 million has not been well spent. It's all up on screen with plenty of carnage and big explosions but a lot of the shootouts lack imagination. The opening action is okay but after that the good moments become more sparse. There are some good moments. You have a car careering through school hallways for example and a decent shootout at the beginning, with plenty of destruction. The rest of the shootouts are fairly mechanical but there is plenty going on onscreen. <br /><br />As for the cast. Hidden Agenda boasted the best cast Dolph has worked with in ages. There was a good standard of actors for a DTV film. This however has problems. The actors are on the most part bad. The bad guys are terrible, but the lead bad guy has a kind of enjoyable cheesiness because Alex Karsis plays it so over the top and without the hint of any menace that you can laugh at the pure badness. The teenagers of the piece are actually good but they are playing such cliched characters. They all hate authority, each other and all have bad attitudes and of course by the end they learn important life lessons, but generally they are decent and Chris Collins in particular has a likeability. This movie is all about Dolph though. While this film is nowhere near his best, it is nowhere near his worst. It also marks a turning point in his career. He is now back in good shape, and will be in even better shape in his next film Direct Action. Dolph looks enthusiastic here, he does all his own stunts and it is good to see him play the typical action man (running from explosions in slow-mo, one liners, and handling large weapons) again in a movie like his older ones, albeit with less flair and imagination than cliched films like Army Of One. It is good to see Dolph looking energised. His films of the last 8 or so years have seen Dolph looking a little more weary, and using doubles a lot (he still does all the fights himself though) but the new streamlined Dolph seems up for it.<br /><br />Overall this is watchable if only for the cheese value and Dolph in prime action man mode. There's not a single surprise but it has a laughably inept kind of charm. **",1,Plot/Story,No
"Was this the greatest movie that I have ever seen? No. Was it the worst? No.<br /><br />As a mother of four kids, it is nice to watch something that was light and amusing. It was great, but it was cute.<br /><br />I think that it definitely had some room to improve, but it tried.<br /><br />I am not sure if this movie deserves the extreme level of abuse from the other reviewer. They obviously do not care for Eva Longoria. I think that she was better in this than in The Sentinel. I think that movies are a matter of opinion. The actors play a huge role in whether it is a hit or a flop.<br /><br />Maybe the cast did not work out. Maybe there were too many things going on.<br /><br />I just wanted to speak up for an average movie, not a terrible one. It could just be a chick flick. Kind of like the movie The Split-Up or French Kiss. My husband still talks about those. :)",0,Plot/Story,No
"I sat down to watch this film with much trepidation and little hope. I didn't think it would be possible for this film to live up to its subject matter. But it absolutely did, and then some. First, I must say that Jared Harris did an extraordinary job as John Lennon. At times it seemed that Harris was channeling Lennon. The resemblance was often uncanny, and he clearly studied Lennon's mannerisms and vocal inflections. Aiden Quinn was quite good as McCartney, also bearing a striking resemblance to Macca, although he did occasionally trip over his Scouse accent.<br /><br />This work of fiction was well-written and well-directed. It was pure fantasy, of course, but sometimes I felt like a voyeur peeking through a keyhole at this reunion. The rooftop scene was especially moving, as McCartney told Lennon what he had never heard as a child--that he was worthy and important, and it could never be his fault that he was abandoned by his parents. I also enjoyed the scene in the park where the pair of them danced with absolute abandon to the reggae band!<br /><br />My one complaint would be this: I am not so sure that John was as caustic as he was portrayed in the film at this stage in his life. He had settled in to his domestic situation quite nicely, and he was actually known to be quite friendly when approached by fans. Only a few years later, he was very friendly when he was first approached by his assassin for an autograph on the day he was murdered.<br /><br />Mostly this film served to stir up those feelings again about what might have been had John lived a bit longer. I am quite sure the Beatles would have come back together at some stage. And I am quite certain that Lennon and McCartney would still be friends today.<br /><br />Well done, VH1. I will watch it again and again.<br /><br />",1,Acting,No
"I bought this (it was only $3, ok?) under the title ""Grey Matter"". The novelty of seeing Sherriff Roscoe in a non-DukesOfHazzard role intrigued me. As the other reviewers warned, it's a pretty boring tale of a top secret government experiment gone awry.<br /><br />And yes, there are plenty of establishing shots, especially of a house with a pool in front of it. Some of the characters and interiors are so nondescript I guess the filmmakers worried we might forget who is who, so they keep tipping us off by first showing the outside of the buildings. It's actually kinda funny. After awhile the pool shot feels like a tv channel's station identification logo, reminding us that we are watching ""Grey Matter"".<br /><br />I also enjoyed two bouts of name-calling. At one point an angry test subject taunts somebody in charge by calling her a ""Scientific b*tch!"". It's just a very inadequate insult. Several scenes later a different subject lets off steam by muttering about that ""scientific b**tard!"". It just sounded very awkward to me.<br /><br />Someday this movie will disappear forever. Another decade from now it will likely be impossible to find any copies of it. Almost like it never happened.<br /><br />",0,Plot/Story,Yes
"The movie had a good concept, but the execution just didn't live up to it.<br /><br />What is this concept? Well, story-wise, it's ""Dirty Harry"" meets ""M"". A child killer has begun terrorizing a city. The lead detectives (Dennis Hopper and Frederic Forest) have never dealt with a serial killer before. The Mayor and the Police Chief, in desperation, secretly hire the local mob to speed things up...to go places and do things that the police wouldn't be able to in order to bring an end to this mess as soon as possible.<br /><br />To be fair, this film DOES genuinely have some good things to offer.<br /><br />Besides the concept, I liked the look of the killer's hideout. Norman Bates has his basement. This guy has an eerie sewer. In some of the shots, the light bounces off the water and creates rippling reflections on the walls; often giving these scenes a creepy, dreamlike quality.<br /><br />The acting was good too. Dennis Hopper is one of those actors who gets better with age.<br /><br />Once you get past that, however, it more-or-less goes downhill.<br /><br />The film is paced way too fast. The actual investigation process from both teams feels very rushed as opposed to feeling intricate and fascinating. This could have been fixed in two ways: either make the film longer or cut out some of the many subplots. Either of these would have allowed the crew to devote more time to the actual mystery.<br /><br />For an example of how bad this is, one of the crucial clues that helps them zero in on just the right suspect is this: at one point in his life, the suspect went to a pet shop...That's right...I'm being totally serious here. It's like they went from point A (the first clue) to point Z (the suspect) and skipped over all the ""in-between"" steps.<br /><br />Then there's the characters. The only ones I actually liked were two pick-pockets you meet about half-way through the movie. Considering that they're minor characters, I'd call that a bad sign.<br /><br />Finally, there's the mob angle. This is the one that gets me the most because THIS is why I coughed up the $3 to buy the DVD in the first place. I mean, what a hook! There's been an absolute glut of serial killer flicks in the last 10-15 years. The mob angle was a gimmick that COULD have helped it rise above the rest..., but it didn't.<br /><br />I figured the gangsters's methods would be brutal, but fun and thrilling at the same time; kind of like a vigilante movie or something...maybe they'd even throw in some heist movie elements too. We ARE talking about criminals, after all. Instead, we're given some of the most repulsive protagonists committed to celluloid. The detectives question witnesses. What does the mob do? They interrogate and kill them. It's not even like these witnesses are really even that bad either. I actually found the criminals less likable than the killer they're hunting.<br /><br />Unless the good points I mentioned are enough to get your interest, I'd say give this one a miss. Maybe some day, they'll reuse the same story idea and do it RIGHT. I hope so. I hate to see such a good concept go to waste.",0,Plot/Story,No
